answerKey,question,choices
E,What does a kindergarten teacher do before nap time?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lower expectations', 'encourage', 'fear', 'time test',
       'tell story'], dtype=object)}"
B,"Sam was a stranger.  Even so, Mark treated him like what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['friend', 'family', 'known person', 'park', 'outsider'],
      dtype=object)}"
A,"Bob's only light source was a small bulb.  There were four walls, if there was a door he couldn't see it.  What was Bob in?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['closed room', 'sky', 'dard', 'his grave', 'house'], dtype=object)}"
D,James thought of criminal justice like a computer program.  It need to work right.   What ideas might James not like?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['manual', 'process information', 'power down', 'control model',
       'reason exists'], dtype=object)}"
E,With the card slot lit up he knew how to get started finding his balance with what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slot machine', 'ticket machine', 'bank machine', 'telephone',
       'automated teller'], dtype=object)}"
C,To play sports professionally you must do what very often?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wash your clothes', 'get in shape', 'practice',
       'take off uniform', 'stretch'], dtype=object)}"
C,Some people prefer releasing energy through work while others prefer to release it through what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['motion', 'stretch', 'exercise', 'movement', 'muscles'],
      dtype=object)}"
C,What will a person going for a jog likely be wearing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['grope', 'acknowledgment', 'comfortable clothes', 'ipod',
       'passionate kisses'], dtype=object)}"
E,"The child pretended he was reading newspaper, he couldn't actually do it without what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['patience', 'falling down', 'literacy', 'buying',
       'knowing how to read'], dtype=object)}"
A,Jenny enjoyed helping people.  It brought her a great deal of what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['satisfaction', 'complications', 'train',
       'feel good about yourself', 'enjoyment'], dtype=object)}"
B,What might someone believe in if they are cleaning clothes?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['feminism', 'sanitation', 'ruined', 'wrinkles',
       'buttons to fall off'], dtype=object)}"
D,Where would you find a basement that can be accessed with an elevator?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat cake', 'closet', 'church', 'office building', 'own house'],
      dtype=object)}"
D,In order to learn to program from another person you can do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learn how to', 'have a friend', 'knowledge', 'take class',
       'have computer'], dtype=object)}"
E,"He was at the gym trying to build muscle, what is it called that he is trying to build muscle on?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['body of animal', 'arm', 'bodybuilder', 'body of dog',
       'human body'], dtype=object)}"
D,What part of plants is pretty?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dirt', 'no neurons in', 'millions of cells', 'flowers on',
       'roots'], dtype=object)}"
B,"The man was going fishing instead of work, what is he seeking?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['food', 'relaxation', 'killing', 'missing morning cartoons',
       'boredom'], dtype=object)}"
E,What could you get an unsmooth pit from?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backyard', 'rock', 'mine', 'cherry', 'peach'], dtype=object)}"
A,"The man tried to reply to the woman, but he had difficulty keeping track of conversations that he didn't do what to?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['initiate', 'ignore', 'question', 'answer', 'ask'], dtype=object)}"
E,"I couldn't find anybody who recalled the event, what were they adroit at doing?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['question authority', 'act fool', 'wash dishes', 'act innocent',
       'forget'], dtype=object)}"
A,Where would you find a large dining room containing a fancy chandelier?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mansion', 'every house', 'own home', 'table', 'restaurant'],
      dtype=object)}"
D,"The extremely large cargo plane could only land at a specialized runway, these were only located at a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['back yard', 'bowling alley', 'city', 'military base',
       'fashion show'], dtype=object)}"
C,"The carpet was smelly and discouraged the league from playing there, where was this smelly carpet installed?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bedroom', 'movie theater', 'bowling alley', 'church', 'office'],
      dtype=object)}"
B,How can someone be let into a brownstone?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['brooklyn', 'ring', 'subdivision', 'bricks', 'new york city'],
      dtype=object)}"
C,Where would someone purchase an upright piano?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music class', 'college', 'music store', 'music room',
       'music band'], dtype=object)}"
A,Where would you keep an ottoman near your front door?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['living room', 'parlor', 'furniture store', 'basement', 'kitchen'],
      dtype=object)}"
E,Diving into backyard pools can be very dangerous and can lead to serious head and what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['going somewhere', 'splats', 'cancer', 'getting wet',
       'spinal injuries'], dtype=object)}"
D,Where would one find a snake in a cage?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tropical forest', 'oregon', 'woods', 'pet store', 'louisiana'],
      dtype=object)}"
C,"When you fail to finish something, you failed at doing what to it","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['winning', 'passing', 'completing', 'do well', 'succeeding'],
      dtype=object)}"
C,John didn't care about style.  He felt that form was less important than what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shapeless', 'quality', 'function', 'change shape', 'chaos'],
      dtype=object)}"
D,"When you get together with friends to watch film, you might do plenty of this?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['see what happens', 'enjoy stories', 'pass time', 'have fun',
       'interesting'], dtype=object)}"
A,A supermarket is uncommon in what type of collection of shops?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['strip mall', 'city or town', 'shoppingcentre', 'boutique',
       'vermont'], dtype=object)}"
D,"Bill puts meat on the scale, where does Bill work?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music store', 'assay office', 'tidal wave', 'butcher shop',
       'bathroom'], dtype=object)}"
E,"I'm having some food at my party, what will I need to serve it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['zoo', 'pan', 'bowl', 'kitchen', 'spoon'], dtype=object)}"
E,Before racers start to run they must do what at the starting line?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learn to walk', 'walking', 'walk slowly', 'breathe',
       'stand still'], dtype=object)}"
B,What does an actor do when they are bored of their roles?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mask', 'branch out', 'wear costume', 'pretend', 'sing songs'],
      dtype=object)}"
E,What is a person called who doesn't have immortality?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mortal', 'dying', 'death', 'dead', 'mortal'], dtype=object)}"
C,Why would you be watching tv instead of doing something else?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['headache', 'laughter', 'laziness', 'erections', 'wasting time'],
      dtype=object)}"
B,"If chewing food is difficult for you, what is a possible reason?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['broken jaw', 'sore mouth', 'eating', 'good digestion',
       'avoiding choking'], dtype=object)}"
D,"He had to wear a tuxedo while playing the keyboard instrument, so did the other hundred members of the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['music store', 'band', 'medium', 'orchestra', 'piano store'],
      dtype=object)}"
C,Where do you find the most amount of leafs?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['floral arrangement', 'ground', 'forrest', 'field', 'compost pile'],
      dtype=object)}"
E,Where can children play with animals?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meadow', 'play room', 'surface of earth', 'zoos', 'fairgrounds'],
      dtype=object)}"
C,What kind of status is the bald eagle given?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['outside', 'world', 'protection', 'colorado', 'america'],
      dtype=object)}"
C,Why do most people take a quick rest during the day?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['need to', 'hungry', 'feel more energetic', 'weak', 'regenerate'],
      dtype=object)}"
B,What could suddenly stop someone when he or she is running?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mushroom', 'falling down', 'sweating', 'exhaustion',
       'getting tired'], dtype=object)}"
E,Where would you find a monkey in the wild?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['zoo', 'barrel', 'research laboratory', 'captivity', 'thailand'],
      dtype=object)}"
A,Where could a sloth live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tropical jungle', 'manual', 'work', 'transit', 'countryside'],
      dtype=object)}"
A,"A gentleman is carrying equipment for golf, what is he likely to have?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['club', 'assembly hall', 'meditation center', 'meeting', 'church'],
      dtype=object)}"
A,"If you have a home with a courtyard, what's one thing you probably don't have to care for any longer?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lawn', 'kids', 'asshole', 'spain', 'office complex'], dtype=object)}"
E,"The computer was difficult for he to understand at the store, so what did she sign up for to learn more?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['classroom', 'facebook', 'school', 'apartment', 'demonstration'],
      dtype=object)}"
E,"If you take the risk buying a used car, you still hope it can what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['go fast', 'start running', 'going too fast', 'look good',
       'last several years'], dtype=object)}"
E,"Dan was ditting quietly on the couch with a book in his hand.  Laurie thought that he was just focused on what he was doing, but he actually did what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eat', 'think', 'reading', 'meditate', 'fall asleep'], dtype=object)}"
C,What is the primary purpose of cars?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cost money', 'slow down', 'move people', 'turn right',
       'get girls'], dtype=object)}"
A,"Alabama is full of different people, but they are all citizens of what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['united states', 'deep south', 'floribama', 'gulf states',
       'florabama'], dtype=object)}"
E,They were hoping their campaign would create a rise in awareness of the problem and hopefully do what to its effect?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['set', 'fall', 'park', 'descend', 'reduce'], dtype=object)}"
A,What do airplanes do as they are arriving at the gate?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slow down', 'crash', 'speed up', 'land', 'carry people'],
      dtype=object)}"
C,If a person with mental illness stops treatment what will likely happen?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['managed', 'dancing', 'recur', 'effectively treated',
       'cause suffering'], dtype=object)}"
E,The gimmicky low brow TV show was about animals when they what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sick', 'mammals', 'males', 'bite', 'attack'], dtype=object)}"
